id,race_name,candidate_id,candidate_name,candidate_party,candidate_votes,candidate_percentage
2596,"DISTRICT JUDGE, 395TH JUDICIAL DISTRICT",337065,RYAN LARSON (I),REP,169535,100.0
2419,"DISTRICT JUDGE, 396TH JUDICIAL DISTRICT",336781,"VINCENT ""VINCE"" GIARDINO",REP,518782,100.0
2598,"DISTRICT JUDGE, 398TH JUDICIAL DISTRICT",336871,KENO VÁSQUEZ (I),DEM,147581,100.0
2709,"DISTRICT JUDGE, 399TH JUDICIAL DISTRICT",337793,FRANK  J. CASTRO,DEM,428158,100.0
2367,"DISTRICT JUDGE, 400TH JUDICIAL DISTRICT",337873,TAMEIKA CARTER (I),DEM,166503,49.34
2367,"DISTRICT JUDGE, 400TH JUDICIAL DISTRICT",338609,EDWARD M. KRENEK,REP,170944,50.66
2512,"DISTRICT JUDGE, 401ST JUDICIAL DISTRICT",336318,KIM LASETER,REP,313072,100.0
2658,"DISTRICT JUDGE, 402ND JUDICIAL DISTRICT",338961,J. BRAD MCCAMPBELL (I),REP,20953,100.0
2703,"DISTRICT JUDGE, 404TH JUDICIAL DISTRICT",337830,RICARDO M. ADOBBATI (I),DEM,79055,100.0
2457,"DISTRICT JUDGE, 405TH JUDICIAL DISTRICT",5129,JARED S. ROBINSON (I),REP,116643,100.0
2468,"DISTRICT JUDGE, 406TH JUDICIAL DISTRICT",337726,DAVID E. GARCIA,DEM,47380,100.0
2522,"DISTRICT JUDGE, 407TH JUDICIAL DISTRICT",337625,TINA TORRES (I),DEM,424241,100.0
2630,"DISTRICT JUDGE, 408TH JUDICIAL DISTRICT",338343,ANGELICA JIMENEZ (I),DEM,425576,100.0
2582,"DISTRICT JUDGE, 409TH JUDICIAL DISTRICT",335893,SAM MEDRANO JR (I),DEM,154684,100.0
2646,"DISTRICT JUDGE, 410TH JUDICIAL DISTRICT",1811,JENNIFER JAMES ROBIN (I),REP,245928,100.0
2627,"DISTRICT JUDGE, 411TH JUDICIAL DISTRICT",6839,JOHN WELLS (I),REP,37050,100.0
2645,"DISTRICT JUDGE, 413TH JUDICIAL DISTRICT",336458,BILL BOSWORTH (I),REP,63472,100.0
2735,"DISTRICT JUDGE, 414TH JUDICIAL DISTRICT - UNEXPIRED TERM",339233,RYAN LUNA (I),REP,76448,100.0
2565,"DISTRICT JUDGE, 415TH JUDICIAL DISTRICT",1796,GRAHAM QUISENBERRY (I),REP,77947,100.0
2705,"DISTRICT JUDGE, 416TH JUDICIAL DISTRICT",336129,ANDREA STROH THOMPSON (I),REP,310863,100.0
2384,"DISTRICT JUDGE, 418TH JUDICIAL DISTRICT",1609,TRACY A. GILBERT (I),REP,244858,100.0
2708,"DISTRICT JUDGE, 420TH JUDICIAL DISTRICT",336701,MALCOLM BALES,REP,17770,100.0
2785,"DISTRICT JUDGE, 421ST JUDICIAL DISTRICT",335920,AMANDA MONTGOMERY,REP,9848,100.0
2498,"DISTRICT JUDGE, 422ND JUDICIAL DISTRICT",337765,SHELTON T.W. GIBBS IV (I),REP,51317,100.0
2500,"DISTRICT JUDGE, 423RD JUDICIAL DISTRICT",337881,CHRIS DUGGAN (I),DEM,22924,100.0
2534,"DISTRICT JUDGE, 425TH JUDICIAL DISTRICT",335994,BETSY FIGER LAMBETH (I),REP,171620,100.0
2381,"DISTRICT JUDGE, 426TH JUDICIAL DISTRICT",5910,STEVEN J. DUSKIE (I),REP,87272,100.0
2740,"DISTRICT JUDGE, 427TH JUDICIAL DISTRICT",336637,TAMARA B. NEEDLES (I),DEM,394212,100.0
2764,"DISTRICT JUDGE, 430TH JUDICIAL DISTRICT",336124,"ORLANDO ""OJ"" ESQUIVEL",DEM,146520,100.0
2593,"DISTRICT JUDGE, 431ST JUDICIAL DISTRICT",2610,JIM JOHNSON (I),REP,282169,100.0
2711,"DISTRICT JUDGE, 433RD JUDICIAL DISTRICT",337610,DIB WALDRIP (I),REP,82678,100.0
2575,"DISTRICT JUDGE, 434TH JUDICIAL DISTRICT",337780,CHRISTIAN BECERRA (I),DEM,196099,100.0
2422,"DISTRICT JUDGE, 435TH JUDICIAL DISTRICT",337715,PATTY MAGINNIS (I),REP,244317,100.0
2748,"DISTRICT JUDGE, 438TH JUDICIAL DISTRICT",338494,ROSIE ALVARADO (I),DEM,424592,100.0
2652,"DISTRICT JUDGE, 439TH JUDICIAL DISTRICT",336508,DAVID E. RAKOW (I),REP,53129,100.0
2732,"DISTRICT JUDGE, 442ND JUDICIAL DISTRICT",1628,TIFFANY L. HAERTLING (I),REP,283270,100.0
2641,"DISTRICT JUDGE, 443RD JUDICIAL DISTRICT",335730,GRACE PANDITHURAI,REP,68998,100.0
2804,"DISTRICT JUDGE, 444TH JUDICIAL DISTRICT",337847,DAVID A. SANCHEZ (I),DEM,79129,100.0
2424,"DISTRICT JUDGE, 445TH JUDICIAL DISTRICT",337846,GLORIA M. RINCONES (I),DEM,78703,100.0
2694,"DISTRICT JUDGE, 446TH JUDICIAL DISTRICT",339142,SARA KATE BILLINGSLEY (I),REP,35369,100.0
2439,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT",1570,SERGIO H. ENRIQUEZ (I),DEM,153718,100.0
2518,"DISTRICT JUDGE, 449TH JUDICIAL DISTRICT",337952,"RENEE ""RENA"" RODRÍGUEZ-BETANCOURT (I)",DEM,147222,100.0
2433,"DISTRICT JUDGE, 450TH JUDICIAL DISTRICT",336443,BRAD URRUTIA (I),DEM,393800,100.0
7974,"DISTRICT JUDGE, 453RD JUDICIAL DISTRICT",337920,SHERRI K.  TIBBE (I),DEM,76548,100.0
7971,"DISTRICT JUDGE, 454TH JUDICIAL DISTRICT",337335,DANIEL KINDRED (I),REP,19485,100.0
7978,"DISTRICT JUDGE, 457TH JUDICIAL DISTRICT",336787,VINCE SANTINI (I),REP,243576,100.0
7968,"DISTRICT JUDGE, 460TH JUDICIAL DISTRICT",336843,SELENA ALVARENGA (I),DEM,393987,100.0
7967,"DISTRICT JUDGE, 461ST JUDICIAL DISTRICT",336289,PATRICK BULANEK (I),REP,118237,100.0
7960,"DISTRICT JUDGE, 462ND JUDICIAL DISTRICT",2812,LEE ANN BREADING (I),REP,281832,100.0
7973,"DISTRICT JUDGE, 464TH JUDICIAL DISTRICT",336235,JOE RAMÍREZ (I),DEM,146128,100.0
8103,"DISTRICT JUDGE, 465TH JUDICIAL DISTRICT",336006,ELIZABETH BEYER,REP,26235,100.0
7969,"DISTRICT JUDGE, 468TH JUDICIAL DISTRICT",338012,LINDSEY WYNNE (I),REP,311484,100.0
2770,"DISTRICT JUDGE, 469TH JUDICIAL DISTRICT",337183,PIPER MCCRAW (I),REP,311032,100.0
2730,"DISTRICT JUDGE, 470TH JUDICIAL DISTRICT",336149,BROOK FULKS (I),REP,310364,100.0
7970,"DISTRICT JUDGE, 471ST JUDICIAL DISTRICT",337537,ANDREA BOURESSA (I),REP,310977,100.0
8104,"DISTRICT JUDGE, 472ND JUDICIAL DISTRICT",335914,JERRELL WISE (I),REP,63344,100.0
8078,"DISTRICT JUDGE, 474TH JUDICIAL DISTRICT",336466,ALAN BENNETT (I),REP,76406,100.0
8079,"DISTRICT JUDGE, 475TH JUDICIAL DISTRICT",336844,TAYLOR HEATON (I),REP,79828,100.0
8080,"DISTRICT JUDGE, 476TH JUDICIAL DISTRICT",338395,NEREIDA LÓPEZ-SINGLETERRY,DEM,148001,100.0
8081,"DISTRICT JUDGE, 480TH JUDICIAL DISTRICT",335996,SCOTT K. FIELD (I),REP,169081,100.0
8082,"DISTRICT JUDGE, 483RD JUDICIAL DISTRICT",337728,ALICIA KEY,DEM,62611,52.56
8082,"DISTRICT JUDGE, 483RD JUDICIAL DISTRICT",339377,TANNER NEIDHARDT (I),REP,56502,47.44
8105,"DISTRICT JUDGE, 486TH JUDICIAL DISTRICT",338502,AARON BURDETTE (I),REP,730432,50.42
8105,"DISTRICT JUDGE, 486TH JUDICIAL DISTRICT",338165,VIVIAN KING,DEM,718252,49.58
8106,"DISTRICT JUDGE, 487TH JUDICIAL DISTRICT",337246,STACY ALLEN BARROW,DEM,728314,50.39
8106,"DISTRICT JUDGE, 487TH JUDICIAL DISTRICT",6573,LORI DEANGELO (I),REP,716933,49.61
8107,"DISTRICT JUDGE, 488TH JUDICIAL DISTRICT",5089,CARVANA CLOUD,DEM,715457,49.59
8107,"DISTRICT JUDGE, 488TH JUDICIAL DISTRICT",339048,MATTHEW PENEGUY (I),REP,727300,50.41
8101,"DISTRICT JUDGE, 489TH JUDICIAL DISTRICT",336664,TRACY GRAY,REP,50415,100.0
8102,"DISTRICT JUDGE, 493RD JUDICIAL DISTRICT",336319,CHRISTINE A. NOWAK (I),REP,310639,100.0
2410,"DISTRICT JUDGE, 505TH JUDICIAL DISTRICT",338498,KALI MORGAN (I),DEM,193816,100.0
2731,"DISTRICT JUDGE, 506TH JUDICIAL DISTRICT",339791,GARY W. CHANEY (I),REP,32740,100.0
2389,"DISTRICT JUDGE, 507TH JUDICIAL DISTRICT",337025,LILLIAN HENNY ALEXANDER,DEM,742087,51.41
2389,"DISTRICT JUDGE, 507TH JUDICIAL DISTRICT",3394,DAN LEMKUIL,REP,701345,48.59
2829,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 2",337453,ELIZABETH DAVIS FRIZELL,DEM,610320,100.0
2835,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 3",336980,AUDRA LADAWN RILEY (I),DEM,607381,100.0
2837,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 4",338112,DOMINIQUE COLLINS (I),DEM,609130,100.0
2830,"CRIMINAL DISTRICT JUDGE, EL PASO COUNTY NUMBER 1",1943,DIANE  NAVARRETE (I),DEM,154581,100.0
2833,CRIMINAL DISTRICT JUDGE #3 TARRANT COUNTY,339476,DOUGLAS ALLEN (I),REP,426202,54.14
2833,CRIMINAL DISTRICT JUDGE #3 TARRANT COUNTY,335638,JOHN T. BRENDER,DEM,361022,45.86
2838,"CRIMINAL DISTRICT JUDGE, TARRANT COUNTY NUMBER 2",330061,"MARQUETTA ""MARQ"" CLAYTON",DEM,358534,45.5
2838,"CRIMINAL DISTRICT JUDGE, TARRANT COUNTY NUMBER 2",339050,WILLIAM KNIGHT,REP,429443,54.5
2929,"DISTRICT ATTORNEY, 1ST JUDICIAL DISTRICT",338469,PAUL A. ROBBINS (I),REP,7678,100.0
2930,"DISTRICT ATTORNEY, 2ND JUDICIAL DISTRICT",336427,JONATHAN RICHEY,REP,17292,100.0
2882,"DISTRICT ATTORNEY, 8TH JUDICIAL DISTRICT",1982,WILL RAMSAY (I),REP,21294,100.0
2944,"DISTRICT ATTORNEY, 9TH JUDICIAL DISTRICT",2046,BRETT W LIGON (I),REP,243237,100.0
2934,"DISTRICT ATTORNEY, 18TH JUDICIAL DISTRICT",339206,TIMOTHY M. GOOD,REP,67817,100.0
2964,"DISTRICT ATTORNEY, 21ST JUDICIAL DISTRICT",336295,DEREK ESTEP,REP,14627,100.0
2925,"DISTRICT ATTORNEY, 23RD JUDICIAL DISTRICT",335898,STEVEN REIS (I),DEM,7884,100.0
2888,"DISTRICT ATTORNEY, 24TH JUDICIAL DISTRICT",337247,BRIAN MICHAEL CROMEENS,REP,12184,100.0
2878,"DISTRICT ATTORNEY, 26TH JUDICIAL DISTRICT",336690,SHAWN DICK (I),REP,169877,100.0
2879,"DISTRICT ATTORNEY, 27TH JUDICIAL DISTRICT",337986,STEPHANIE NEWELL,REP,87218,100.0
2917,"DISTRICT ATTORNEY, 29TH JUDICIAL DISTRICT",337928,JETT SMITH,REP,11544,100.0
2903,"DISTRICT ATTORNEY, 31ST JUDICIAL DISTRICT",3875,FRANKLIN MCDONOUGH (I),REP,11493,100.0
2948,"DISTRICT ATTORNEY, 32ND JUDICIAL DISTRICT",3883,RICKY THOMPSON (I),REP,7925,100.0
2960,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",339836,PERRY THOMAS,REP,42638,100.0
2901,"DISTRICT ATTORNEY, 34TH JUDICIAL DISTRICT",338022,BILL D. HICKS (I),REP,96933,42.87
2901,"DISTRICT ATTORNEY, 34TH JUDICIAL DISTRICT",4503,JAMES MONTOYA,DEM,129186,57.13
2891,"DISTRICT ATTORNEY, 35TH JUDICIAL DISTRICT",2057,MICHEAL MURRAY (I),REP,17066,100.0
2881,"DISTRICT ATTORNEY, 36TH JUDICIAL DISTRICT",338704,MARGIE SILVA FLORES,REP,19664,100.0
2889,"DISTRICT ATTORNEY, 38TH JUDICIAL DISTRICT",336499,CHRISTINA MITCHELL (I),REP,8489,100.0
2928,"DISTRICT ATTORNEY, 39TH JUDICIAL DISTRICT",335964,MIKE FOUTS (I),DEM,2496,100.0
2966,"DISTRICT ATTORNEY, 42ND JUDICIAL DISTRICT",338856,HEATH HEMPHILL (I),REP,3576,100.0
2920,"DISTRICT ATTORNEY, 43RD JUDICIAL DISTRICT",3935,JEFF SWAIN (I),REP,78260,100.0
2957,"DISTRICT ATTORNEY, 46TH JUDICIAL DISTRICT",339838,JON WHITSITT,REP,5269,100.0
2911,"DISTRICT ATTORNEY, 47TH JUDICIAL DISTRICT",336537,JASON E. HERRING (I),REP,26122,100.0
2963,"DISTRICT ATTORNEY, 49TH JUDICIAL DISTRICT",337238,"ISIDRO R. ""CHILO"" ALANIZ (I)",DEM,52148,100.0
2899,"DISTRICT ATTORNEY, 50TH JUDICIAL DISTRICT",6346,HUNTER BROOKS (I),REP,3128,100.0
2938,"DISTRICT ATTORNEY, 51ST JUDICIAL DISTRICT",2062,ALLISON PALMER (I),REP,39538,100.0
2898,"DISTRICT ATTORNEY, 52ND JUDICIAL DISTRICT",339370,DUSTY BOYD (I),REP,18873,100.0
2959,"DISTRICT ATTORNEY, 53RD JUDICIAL DISTRICT",338128,DANIEL W BETTS,REP,170699,32.41
2959,"DISTRICT ATTORNEY, 53RD JUDICIAL DISTRICT",337605,JOSÉ GARZA (I),DEM,355959,67.59
2923,"DISTRICT ATTORNEY, 63RD JUDICIAL DISTRICT",3197,SUZANNE WEST (I),REP,11748,100.0
2892,"DISTRICT ATTORNEY, 64TH JUDICIAL DISTRICT",337266,WALLY HATCH (I),REP,7837,100.0
2926,"DISTRICT ATTORNEY, 66TH JUDICIAL DISTRICT",2335,MARK PRATT (I),REP,14190,100.0
2952,"DISTRICT ATTORNEY, 69TH JUDICIAL DISTRICT",338245,ERIN LANDS ANCHONDO (I),REP,8151,100.0
2954,"DISTRICT ATTORNEY, 70TH JUDICIAL DISTRICT",339143,DUSTY GALLIVAN (I),REP,35555,100.0
2904,"DISTRICT ATTORNEY, 76TH JUDICIAL DISTRICT",339819,CHARLES C. BAILEY,REP,12320,100.0
2919,"DISTRICT ATTORNEY, 79TH JUDICIAL DISTRICT",335732,CARLOS OMAR GARCIA (I),DEM,9935,100.0
2931,"DISTRICT ATTORNEY, 81ST JUDICIAL DISTRICT",2048,AUDREY GOSSETT LOUIS (I),REP,44598,100.0
2921,"DISTRICT ATTORNEY, 83RD JUDICIAL DISTRICT",6866,ORI T. WHITE (I),REP,7555,100.0
2902,"DISTRICT ATTORNEY, 84TH JUDICIAL DISTRICT",1996,MARK W. SNIDER (I),REP,8773,100.0
2951,"DISTRICT ATTORNEY, 85TH JUDICIAL DISTRICT",2063,JARVIS PARSONS (I),REP,64277,100.0
2953,"DISTRICT ATTORNEY, 88TH JUDICIAL DISTRICT",338086,REBECCA R. WALTON (I),REP,24681,100.0
2880,"DISTRICT ATTORNEY, 90TH JUDICIAL DISTRICT",2064,DEE PEAVY (I),REP,10608,100.0
2941,"DISTRICT ATTORNEY, 97TH JUDICIAL DISTRICT",338475,KATIE (WOODS) BOGGEMAN,REP,19329,100.0
2885,"DISTRICT ATTORNEY, 100TH JUDICIAL DISTRICT",2040,LUKE MCLEAN INMAN (I),REP,8238,100.0
2924,"DISTRICT ATTORNEY, 105TH JUDICIAL DISTRICT",337477,JIMMY GRANBERRY (I),REP,64073,55.63
2924,"DISTRICT ATTORNEY, 105TH JUDICIAL DISTRICT",338963,TERRY SHAMSIE,DEM,51104,44.37
2905,"DISTRICT ATTORNEY, 106TH JUDICIAL DISTRICT",2027,PHILIP MACK FURLOW (I),REP,12287,100.0
2922,"DISTRICT ATTORNEY, 109TH JUDICIAL DISTRICT",6278,AMANDA NAVARETTE (I),REP,2707,100.0
2912,"DISTRICT ATTORNEY, 110TH JUDICIAL DISTRICT",339833,EMILY TEEGARDIN (I),REP,3828,100.0
2914,HARRIS COUNTY DISTRICT ATTORNEY,338485,DAN SIMONS,REP,721563,49.05
2914,HARRIS COUNTY DISTRICT ATTORNEY,337162,SEAN TEARE,DEM,749403,50.95
2961,"DISTRICT ATTORNEY, 112TH JUDICIAL DISTRICT",337700,STEPHEN DODD,REP,7229,100.0
2936,"DISTRICT ATTORNEY, 118TH JUDICIAL DISTRICT",4724,JOSHUA ANDREW HAMBY (I),REP,10247,100.0
2956,"DISTRICT ATTORNEY, 119TH JUDICIAL DISTRICT",2013,JOHN BEST (I),REP,40768,100.0
2947,"DISTRICT ATTORNEY, 123RD JUDICIAL DISTRICT",335799,KARREN S. PRICE (I),REP,7961,100.0
2913,"DISTRICT ATTORNEY, 132ND JUDICIAL DISTRICT",5576,BEN R. SMITH (I),REP,5079,100.0
2935,"DISTRICT ATTORNEY, 142ND JUDICIAL DISTRICT",336554,GLENN HARWOOD,REP,48013,100.0
2886,"DISTRICT ATTORNEY, 143RD JUDICIAL DISTRICT",337401,RANDY REYNOLDS (I),DEM,2533,38.25
2886,"DISTRICT ATTORNEY, 143RD JUDICIAL DISTRICT",334786,SARAH STOGNER,REP,4089,61.75
2946,"DISTRICT ATTORNEY, 145TH JUDICIAL DISTRICT",339043,ANDREW E. JONES (I),REP,17617,100.0
2958,"DISTRICT ATTORNEY, 156TH JUDICIAL DISTRICT",336489,TIFFANY MCWILLIAMS,REP,11324,100.0
2906,"DISTRICT ATTORNEY, 159TH JUDICIAL DISTRICT",339634,LAYNE ALLEN THOMPSON,REP,27294,100.0
2942,"DISTRICT ATTORNEY, 173RD JUDICIAL DISTRICT",336392,JENNY PALMER (I),REP,31598,100.0
2884,"DISTRICT ATTORNEY, 196TH JUDICIAL DISTRICT",339227,"NOBLE D. ""NOBIE"" WALKER, JR (I)",REP,36093,100.0
2909,"DISTRICT ATTORNEY, 198TH JUDICIAL DISTRICT",4818,STEPHEN HARPOLD (I),REP,34227,100.0
2887,"DISTRICT ATTORNEY, 216TH JUDICIAL DISTRICT",2002,LUCY WILKE (I),REP,36570,100.0
2932,"DISTRICT ATTORNEY, 220TH JUDICIAL DISTRICT",5555,ADAM SIBLEY (I),REP,17287,100.0
2908,"DISTRICT ATTORNEY, 229TH JUDICIAL DISTRICT",337006,GOCHA ALLEN RAMIREZ (I),DEM,13269,100.0
2910,"DISTRICT ATTORNEY, 235TH JUDICIAL DISTRICT",2001,JOHN WARREN (I),REP,17321,100.0
2933,"DISTRICT ATTORNEY, 253RD JUDICIAL DISTRICT",337767,JENNIFER L. BERGMAN (I),REP,25521,100.0
2915,"DISTRICT ATTORNEY, 258TH JUDICIAL DISTRICT",338737,BENNIE L SCHIRO (I),REP,6091,100.0
2893,"DISTRICT ATTORNEY, 259TH JUDICIAL DISTRICT",336316,ISAAC M. CASTRO,REP,7392,100.0
2883,"DISTRICT ATTORNEY, 266TH JUDICIAL DISTRICT",335775,ALAN NASH (I),REP,15166,100.0
2890,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",332247,JAMES M. STAINTON (I),REP,36946,100.0
2918,"DISTRICT ATTORNEY, 286TH JUDICIAL DISTRICT",338472,DONNIE YANDELL,REP,7508,100.0
2962,"DISTRICT ATTORNEY, 287TH JUDICIAL DISTRICT",335555,JACKIE R. CLABORN II (I),REP,3585,100.0
2940,"DISTRICT ATTORNEY, 293RD JUDICIAL DISTRICT",335727,ROBERTO SERNA (I),DEM,13913,100.0
2937,"DISTRICT ATTORNEY, 329TH JUDICIAL DISTRICT",337071,MARK W. RACER,REP,13179,100.0
2896,"DISTRICT ATTORNEY, 344TH JUDICIAL DISTRICT",2045,CHERYL LIECK HENRY (I),REP,21440,100.0
2895,"DISTRICT ATTORNEY, 349TH JUDICIAL DISTRICT",337649,DAPHNE SESSION,DEM,4779,100.0
2916,"DISTRICT ATTORNEY, 355TH JUDICIAL DISTRICT",338392,RYAN SINCLAIR (I),REP,30843,100.0
2900,"DISTRICT ATTORNEY, 369TH JUDICIAL DISTRICT",337153,JAMES CALEB HENSON (I),REP,7920,100.0
2939,"DISTRICT ATTORNEY, 506TH JUDICIAL DISTRICT",336455,ANDRIA BENDER (I),REP,11811,100.0
7979,DISTRICT ATTORNEY FOR KLEBERG AND KENEDY COUNTIES,2039,JOHN T. HUBERT (I),REP,7794,100.0
2978,CRIMINAL DISTRICT ATTORNEY FANNIN COUNTY,338286,JOHN SKOTNIK,REP,14223,100.0
2977,CRIMINAL DISTRICT ATTORNEY GRAYSON COUNTY,339399,BRANDY DOUGLAS,DEM,15681,24.88
2977,CRIMINAL DISTRICT ATTORNEY GRAYSON COUNTY,336035,JOHN KERMIT HILL,REP,47334,75.12
7972,CRIMINAL DISTRICT ATTORNEY MEDINA COUNTY,337332,MARK HABY (I),REP,19766,100.0
3002,CRIMINAL DISTRICT ATTORNEY WALLER COUNTY - UNEXPIRED TERM,336450,SEAN WHITTMORE,REP,20888,100.0
8114,2ND MULTICOUNTY COURT AT LAW,339223,HARVEY HARDWICK (I),REP,11398,100.0
